epoch,iter,val_loss,eval/acc
0,0,2.7031359672546387,0.0
0,269,0.6218841671943665,37.5
0,538,0.5595495104789734,45.83
0,807,0.5576837658882141,50.0
0,1076,0.5154454708099365,50.0
0,1345,0.5794687271118164,54.17
0,1614,0.6043158769607544,37.5
0,1883,0.6019993424415588,33.33
0,2152,0.49468258023262024,50.0
0,2421,0.5207677483558655,45.83
0,2690,0.535199761390686,41.67
1,2694,0.5254793167114258,41.67
1,2963,0.5134416818618774,45.83
1,3232,0.5702975392341614,45.83
1,3501,0.518669068813324,54.17
1,3770,0.5579013824462891,45.83
1,4039,0.5519607663154602,54.17
1,4308,0.6280354261398315,37.5
1,4577,0.5846680998802185,41.67
1,4846,0.5649453401565552,45.83
1,5115,0.601071834564209,50.0
1,5384,0.6027641296386719,41.67
2,5388,0.595190167427063,41.67
2,5657,0.6694132685661316,41.67
2,5926,0.6671556830406189,50.0
2,6195,0.5966345071792603,50.0
2,6464,0.6570476293563843,45.83
2,6733,0.6800912618637085,45.83
2,7002,0.7716699838638306,37.5
2,7271,0.738423228263855,37.5
2,7540,0.734523594379425,41.67
2,7809,0.7291181683540344,41.67
2,8078,0.7506111264228821,37.5
3,8082,0.7471202611923218,37.5
3,8351,0.6897512078285217,45.83
3,8620,0.7422002553939819,50.0
3,8889,0.7502522468566895,45.83
3,9158,0.691562831401825,45.83
3,9427,0.7117050886154175,54.17
3,9696,0.7482728362083435,37.5
3,9965,0.752948522567749,37.5
3,10234,0.7737377285957336,41.67
3,10503,0.792921245098114,41.67
3,10772,0.7799014449119568,37.5
