epoch,iter,val_loss,eval/acc
0,0,3.3222434520721436,0.0
0,269,0.8755077719688416,37.5
0,538,0.7729867100715637,37.5
0,807,0.7293006777763367,41.67
0,1076,0.7139617204666138,41.67
0,1345,0.6493319272994995,37.5
0,1614,0.6875140070915222,45.83
0,1883,0.7051239013671875,41.67
0,2152,0.6572388410568237,45.83
0,2421,0.6688240170478821,50.0
0,2690,0.5938248038291931,37.5
1,2694,0.597436785697937,37.5
1,2963,0.6812208294868469,45.83
1,3232,0.7675821781158447,37.5
1,3501,0.6527855396270752,37.5
1,3770,0.7481156587600708,33.33
1,4039,0.6793003678321838,29.17
1,4308,0.6745740175247192,50.0
1,4577,0.7391563653945923,33.33
1,4846,0.6940810084342957,45.83
1,5115,0.686995804309845,45.83
1,5384,0.6004202365875244,37.5
2,5388,0.6064282059669495,37.5
2,5657,0.7206401824951172,29.17
2,5926,0.7985725998878479,29.17
2,6195,0.7239413857460022,37.5
2,6464,0.8193669319152832,37.5
2,6733,0.7753105163574219,33.33
2,7002,0.7446780800819397,45.83
2,7271,0.7964986562728882,45.83
2,7540,0.7950065732002258,45.83
2,7809,0.763420581817627,41.67
2,8078,0.7690619230270386,41.67
3,8082,0.7688992023468018,41.67
3,8351,0.779792308807373,29.17
3,8620,0.8917015194892883,29.17
3,8889,0.8790126442909241,37.5
3,9158,0.8985887169837952,33.33
3,9427,0.9155774116516113,37.5
3,9696,0.8610429167747498,37.5
3,9965,0.8410316705703735,37.5
3,10234,0.8663395047187805,33.33
3,10503,0.8582260608673096,45.83
3,10772,0.8440808653831482,37.5
