epoch,iter,val_loss,eval/acc
0,0,2.8195629119873047,0.0
0,269,0.7227171659469604,33.33
0,538,0.6471172571182251,37.5
0,807,0.5872519016265869,45.83
0,1076,0.5932812690734863,33.33
0,1345,0.6600842475891113,29.17
0,1614,0.6090631484985352,37.5
0,1883,0.5272319912910461,50.0
0,2152,0.5921778678894043,37.5
0,2421,0.5195242166519165,41.67
0,2690,0.4963240325450897,62.5
1,2694,0.506232738494873,62.5
1,2963,0.5287004113197327,41.67
1,3232,0.5024600028991699,50.0
1,3501,0.5405683517456055,50.0
1,3770,0.48240146040916443,50.0
1,4039,0.5179729461669922,41.67
1,4308,0.5031967163085938,50.0
1,4577,0.4942032992839813,58.33
1,4846,0.4942742586135864,45.83
1,5115,0.5053084492683411,50.0
1,5384,0.5182385444641113,62.5
2,5388,0.5174869298934937,58.33
2,5657,0.517008900642395,45.83
2,5926,0.5443933010101318,45.83
2,6195,0.5343068838119507,58.33
2,6464,0.5250821709632874,50.0
2,6733,0.5877859592437744,41.67
2,7002,0.5723433494567871,54.17
2,7271,0.5681142210960388,54.17
2,7540,0.6042289733886719,37.5
2,7809,0.5313382148742676,45.83
2,8078,0.5551283359527588,45.83
3,8082,0.5469425320625305,45.83
3,8351,0.572767436504364,50.0
3,8620,0.5805062651634216,50.0
3,8889,0.5738644599914551,58.33
3,9158,0.5595834255218506,45.83
3,9427,0.5622419714927673,45.83
3,9696,0.5512688755989075,50.0
3,9965,0.5526080131530762,50.0
3,10234,0.5651600956916809,50.0
3,10503,0.5649638772010803,45.83
3,10772,0.5665547847747803,41.67
