epoch,iter,val_loss,eval/acc
0,0,3.2542612552642822,0.0
0,269,0.5688968300819397,33.33
0,538,0.5502966046333313,37.5
0,807,0.4667688012123108,54.17
0,1076,0.5511173009872437,50.0
0,1345,0.5242641568183899,58.33
0,1614,0.4673014283180237,58.33
0,1883,0.5039529204368591,54.17
0,2152,0.4895714819431305,58.33
0,2421,0.49454182386398315,62.5
0,2690,0.4636134207248688,54.17
1,2694,0.4632759690284729,54.17
1,2963,0.530992329120636,50.0
1,3232,0.5766751766204834,41.67
1,3501,0.5401464104652405,41.67
1,3770,0.6291334629058838,45.83
1,4039,0.5643467903137207,54.17
1,4308,0.5667121410369873,62.5
1,4577,0.550955593585968,50.0
1,4846,0.5618736743927002,54.17
1,5115,0.5204305648803711,62.5
1,5384,0.5325745940208435,54.17
2,5388,0.5210282206535339,54.17
2,5657,0.6088226437568665,50.0
2,5926,0.7216849327087402,37.5
2,6195,0.7140640020370483,41.67
2,6464,0.6928796172142029,45.83
2,6733,0.6584377288818359,58.33
2,7002,0.6486659646034241,58.33
2,7271,0.6595417857170105,45.83
2,7540,0.6567130088806152,54.17
2,7809,0.6407399773597717,62.5
2,8078,0.6634414792060852,54.17
3,8082,0.6662987470626831,54.17
3,8351,0.6500542163848877,50.0
3,8620,0.7183906435966492,37.5
3,8889,0.7488030195236206,37.5
3,9158,0.7516695857048035,50.0
3,9427,0.7054762244224548,54.17
3,9696,0.7309186458587646,54.17
3,9965,0.7079793214797974,50.0
3,10234,0.6951618790626526,58.33
3,10503,0.6901035308837891,54.17
3,10772,0.6952404975891113,54.17
