epoch,iter,val_loss,eval/acc
0,0,3.094130277633667,0.0
0,269,1.0492932796478271,33.33
0,538,1.0200965404510498,29.17
0,807,0.9997703433036804,33.33
0,1076,0.9552553296089172,29.17
0,1345,0.974663496017456,33.33
0,1614,0.8921024799346924,33.33
0,1883,0.8078830242156982,37.5
0,2152,0.8579266667366028,41.67
0,2421,0.8549947738647461,33.33
0,2690,0.8761677145957947,37.5
1,2694,0.8752897381782532,37.5
1,2963,0.9230964779853821,33.33
1,3232,0.8767465949058533,33.33
1,3501,0.9142362475395203,37.5
1,3770,0.9036621451377869,29.17
1,4039,0.9309371113777161,33.33
1,4308,0.8758419156074524,33.33
1,4577,0.8633736371994019,37.5
1,4846,0.8988502621650696,37.5
1,5115,0.8968237042427063,33.33
1,5384,0.936411440372467,37.5
2,5388,0.9324681162834167,37.5
2,5657,0.9860629439353943,37.5
2,5926,0.9669772386550903,33.33
2,6195,1.0607236623764038,37.5
2,6464,0.9938650727272034,33.33
2,6733,1.0811411142349243,37.5
2,7002,0.9528431296348572,37.5
2,7271,0.9404380321502686,41.67
2,7540,0.9645530581474304,37.5
2,7809,0.9833977818489075,37.5
2,8078,0.9952340722084045,37.5
3,8082,0.9989914298057556,33.33
3,8351,1.0988762378692627,33.33
3,8620,1.1085538864135742,33.33
3,8889,1.1175053119659424,29.17
3,9158,1.0870580673217773,29.17
3,9427,1.1218926906585693,37.5
3,9696,1.1193753480911255,37.5
3,9965,1.0778743028640747,37.5
3,10234,1.0965101718902588,41.67
3,10503,1.0853629112243652,37.5
3,10772,1.080373764038086,41.67
