epoch,iter,val_loss,eval/acc
0,0,3.178009510040283,0.0
0,269,0.5406482815742493,66.67
0,538,0.44525912404060364,70.83
0,807,0.5012711882591248,54.17
0,1076,0.4757639169692993,58.33
0,1345,0.4032292068004608,70.83
0,1614,0.4354567527770996,62.5
0,1883,0.41601860523223877,62.5
0,2152,0.3372463583946228,62.5
0,2421,0.374037504196167,66.67
0,2690,0.3525795042514801,66.67
1,2694,0.3442734479904175,66.67
1,2963,0.35767003893852234,66.67
1,3232,0.4491766393184662,66.67
1,3501,0.40754419565200806,70.83
1,3770,0.3945246636867523,66.67
1,4039,0.3562799096107483,79.17
1,4308,0.3759322464466095,66.67
1,4577,0.3909478783607483,58.33
1,4846,0.35264909267425537,66.67
1,5115,0.43488839268684387,66.67
1,5384,0.4033876657485962,62.5
2,5388,0.3885577917098999,62.5
2,5657,0.3697802722454071,70.83
2,5926,0.422060489654541,70.83
2,6195,0.3997505009174347,66.67
2,6464,0.4418925642967224,66.67
2,6733,0.44129422307014465,75.0
2,7002,0.4128883183002472,75.0
2,7271,0.4227956235408783,62.5
2,7540,0.3769965171813965,75.0
2,7809,0.39314424991607666,70.83
2,8078,0.4064677059650421,62.5
3,8082,0.41040515899658203,62.5
3,8351,0.37073567509651184,70.83
3,8620,0.397423654794693,70.83
3,8889,0.40771758556365967,62.5
3,9158,0.4327436685562134,66.67
3,9427,0.4102979898452759,70.83
3,9696,0.4004468023777008,75.0
3,9965,0.40811261534690857,62.5
3,10234,0.39361754059791565,75.0
3,10503,0.39382171630859375,75.0
3,10772,0.39597493410110474,75.0
