epoch,iter,val_loss,eval/acc
0,0,3.3887267112731934,0.0
0,269,0.7540872097015381,29.17
0,538,0.7914140224456787,33.33
0,807,0.6801132559776306,37.5
0,1076,0.5914613008499146,45.83
0,1345,0.5364578366279602,54.17
0,1614,0.5118187665939331,54.17
0,1883,0.5141294002532959,50.0
0,2152,0.46865740418434143,62.5
0,2421,0.45225590467453003,58.33
0,2690,0.5084750056266785,50.0
1,2694,0.5179848074913025,45.83
1,2963,0.582443118095398,41.67
1,3232,0.6540395021438599,37.5
1,3501,0.6654303073883057,50.0
1,3770,0.5718801021575928,54.17
1,4039,0.5402028560638428,54.17
1,4308,0.5414741039276123,50.0
1,4577,0.5428904891014099,58.33
1,4846,0.4586132764816284,62.5
1,5115,0.4750257730484009,62.5
1,5384,0.5638797879219055,50.0
2,5388,0.5803515911102295,50.0
2,5657,0.5888671875,37.5
2,5926,0.6846323013305664,41.67
2,6195,0.7275807857513428,41.67
2,6464,0.5981484651565552,54.17
2,6733,0.5862780809402466,54.17
2,7002,0.5280388593673706,58.33
2,7271,0.4912235140800476,58.33
2,7540,0.462605357170105,66.67
2,7809,0.4563286304473877,70.83
2,8078,0.5533303022384644,58.33
3,8082,0.5507017970085144,58.33
3,8351,0.5860873460769653,41.67
3,8620,0.6213923692703247,45.83
3,8889,0.6273164749145508,45.83
3,9158,0.6157815456390381,50.0
3,9427,0.572066068649292,54.17
3,9696,0.5346619486808777,58.33
3,9965,0.51495760679245,66.67
3,10234,0.5328347682952881,62.5
3,10503,0.5313839912414551,70.83
3,10772,0.5260137319564819,70.83
