epoch,iter,val_loss,eval/acc
0,0,3.1607189178466797,0.0
0,269,0.6646445989608765,33.33
0,538,0.6637281179428101,37.5
0,807,0.5213614702224731,50.0
0,1076,0.47306251525878906,58.33
0,1345,0.47986167669296265,54.17
0,1614,0.5416446328163147,58.33
0,1883,0.47373315691947937,50.0
0,2152,0.5121533870697021,50.0
0,2421,0.4515455663204193,58.33
0,2690,0.45042964816093445,50.0
1,2694,0.45579999685287476,50.0
1,2963,0.45705094933509827,58.33
1,3232,0.48986923694610596,50.0
1,3501,0.4555871784687042,54.17
1,3770,0.4876974821090698,50.0
1,4039,0.4575672149658203,58.33
1,4308,0.5545872449874878,58.33
1,4577,0.48064130544662476,54.17
1,4846,0.5466688871383667,45.83
1,5115,0.491787314414978,54.17
1,5384,0.531761646270752,54.17
2,5388,0.5303220152854919,54.17
2,5657,0.5178740620613098,58.33
2,5926,0.6214503049850464,50.0
2,6195,0.5554080605506897,54.17
2,6464,0.5210874676704407,50.0
2,6733,0.5750195980072021,58.33
2,7002,0.6167526245117188,58.33
2,7271,0.6058225631713867,50.0
2,7540,0.5321023464202881,50.0
2,7809,0.5464428663253784,54.17
2,8078,0.5626813173294067,50.0
3,8082,0.5591437220573425,54.17
3,8351,0.5338998436927795,50.0
3,8620,0.6022511720657349,50.0
3,8889,0.5836415886878967,54.17
3,9158,0.619461715221405,54.17
3,9427,0.5903265476226807,45.83
3,9696,0.5818422436714172,58.33
3,9965,0.5904899835586548,58.33
3,10234,0.5986356735229492,54.17
3,10503,0.603511393070221,54.17
3,10772,0.6038617491722107,54.17
