epoch,iter,val_loss,eval/acc
0,0,2.876962661743164,0.0
0,269,0.984776496887207,25.0
0,538,0.7943105697631836,45.83
0,807,0.7545364499092102,41.67
0,1076,0.8365934491157532,29.17
0,1345,0.7330060601234436,33.33
0,1614,0.7802475094795227,29.17
0,1883,0.775813639163971,25.0
0,2152,0.8097667098045349,37.5
0,2421,0.7936483025550842,33.33
0,2690,0.7773995995521545,45.83
1,2694,0.7781938314437866,45.83
1,2963,0.7502610683441162,41.67
1,3232,0.6213952302932739,50.0
1,3501,0.6640996932983398,50.0
1,3770,0.7395744323730469,37.5
1,4039,0.7215131521224976,41.67
1,4308,0.7442025542259216,33.33
1,4577,0.7356722950935364,29.17
1,4846,0.7890336513519287,33.33
1,5115,0.7783085703849792,37.5
1,5384,0.7631988525390625,45.83
2,5388,0.7681463956832886,45.83
2,5657,0.780643880367279,41.67
2,5926,0.7432445287704468,50.0
2,6195,0.7228660583496094,45.83
2,6464,0.7495697140693665,45.83
2,6733,0.7144830822944641,41.67
2,7002,0.7496395707130432,41.67
2,7271,0.7165515422821045,33.33
2,7540,0.7926849126815796,37.5
2,7809,0.820626437664032,37.5
2,8078,0.7428073287010193,45.83
3,8082,0.7519912123680115,45.83
3,8351,0.8040022850036621,41.67
3,8620,0.7997223734855652,50.0
3,8889,0.7870134711265564,45.83
3,9158,0.8156779408454895,50.0
3,9427,0.7947732210159302,45.83
3,9696,0.8033653497695923,37.5
3,9965,0.7851318120956421,29.17
3,10234,0.7819244265556335,33.33
3,10503,0.79084712266922,37.5
3,10772,0.7897429466247559,29.17
