epoch,iter,val_loss,eval/acc
0,0,2.7709567546844482,0.0
0,269,0.8093769550323486,33.33
0,538,0.6706231236457825,45.83
0,807,0.699070930480957,50.0
0,1076,0.6333167552947998,45.83
0,1345,0.5948578715324402,45.83
0,1614,0.6052722334861755,54.17
0,1883,0.5833636522293091,41.67
0,2152,0.617295503616333,45.83
0,2421,0.5775322318077087,54.17
0,2690,0.5411007404327393,45.83
1,2694,0.5368983149528503,45.83
1,2963,0.6227255463600159,45.83
1,3232,0.5764009952545166,50.0
1,3501,0.6377226114273071,45.83
1,3770,0.6325880289077759,50.0
1,4039,0.6158144474029541,45.83
1,4308,0.5780742764472961,45.83
1,4577,0.5542583465576172,50.0
1,4846,0.6506949663162231,50.0
1,5115,0.5882948637008667,54.17
1,5384,0.5711988210678101,45.83
2,5388,0.5681569576263428,50.0
2,5657,0.688471257686615,50.0
2,5926,0.6660114526748657,50.0
2,6195,0.7666023373603821,41.67
2,6464,0.7323501706123352,50.0
2,6733,0.7539134621620178,45.83
2,7002,0.6857905983924866,54.17
2,7271,0.6476044654846191,54.17
2,7540,0.7306273579597473,45.83
2,7809,0.6761448979377747,50.0
2,8078,0.6597558259963989,45.83
3,8082,0.6638534069061279,45.83
3,8351,0.7014380097389221,50.0
3,8620,0.7366387248039246,41.67
3,8889,0.764761209487915,41.67
3,9158,0.7875797152519226,45.83
3,9427,0.7914723753929138,50.0
3,9696,0.7569263577461243,50.0
3,9965,0.7476089000701904,54.17
3,10234,0.7615078091621399,50.0
3,10503,0.7400052547454834,50.0
3,10772,0.7413636445999146,54.17
