epoch,iter,val_loss,eval/acc
0,0,2.702115774154663,8.33
0,269,0.39736175537109375,58.33
0,538,0.37132179737091064,62.5
0,807,0.30591273307800293,70.83
0,1076,0.3391290009021759,70.83
0,1345,0.2925999164581299,75.0
0,1614,0.2808532416820526,66.67
0,1883,0.2874518632888794,75.0
0,2152,0.28985950350761414,70.83
0,2421,0.2828664779663086,75.0
0,2690,0.2784947156906128,83.33
