epoch,iter,val_loss,eval/acc
0,0,3.0448713302612305,0.0
0,269,0.7269189357757568,33.33
0,538,0.7202053666114807,37.5
0,807,0.7469780445098877,33.33
0,1076,0.7057176828384399,37.5
0,1345,0.6611179113388062,41.67
0,1614,0.6043202877044678,37.5
0,1883,0.6138836741447449,41.67
0,2152,0.6622124910354614,41.67
0,2421,0.7135664820671082,37.5
0,2690,0.6525779366493225,41.67
1,2694,0.6576492190361023,41.67
1,2963,0.6188181638717651,33.33
1,3232,0.6062034964561462,33.33
1,3501,0.7364047169685364,29.17
1,3770,0.6994690299034119,41.67
1,4039,0.6303654313087463,33.33
1,4308,0.6126042604446411,37.5
1,4577,0.6889519691467285,37.5
1,4846,0.6465526223182678,37.5
1,5115,0.6978714466094971,37.5
1,5384,0.7727159261703491,33.33
2,5388,0.7620407342910767,33.33
2,5657,0.7020707130432129,37.5
2,5926,0.6710874438285828,33.33
2,6195,0.7633687257766724,33.33
2,6464,0.8076305985450745,41.67
2,6733,0.7335737347602844,33.33
2,7002,0.7028340697288513,37.5
2,7271,0.7436444759368896,41.67
2,7540,0.771334171295166,37.5
2,7809,0.7960296273231506,33.33
2,8078,0.7778088450431824,37.5
3,8082,0.7815297245979309,33.33
3,8351,0.774827241897583,37.5
3,8620,0.7497661113739014,37.5
3,8889,0.7329381704330444,33.33
3,9158,0.771742582321167,37.5
3,9427,0.778537929058075,33.33
3,9696,0.7770073413848877,37.5
3,9965,0.764773964881897,45.83
3,10234,0.7903519868850708,33.33
3,10503,0.7982316017150879,25.0
3,10772,0.797626256942749,25.0
